customer_id,age,city_tier,employment_type,monthly_income,has_credit_history,fico_score,acquisition_channel,loan_purpose,loan_amount,tenure_months,interest_rate,monthly_installment,grade,dti,installment_to_income,cash_flow_volatility,spending_shock,days_delinquent,partial_payment_ratio,default,clv_proxy
CUST01800,57,3,Salaried,76990.0,0,,Partnership,Working Capital,114465.0,18,22.99,7578.0,D,0.2778,0.0984,0.2305,0,0,1.0,0,39473.25525
CUST01801,40,2,Informal,11542.0,1,596.6379062748248,Agent,BNPL,131947.0,3,38.49,46834.0,G,1.0,0.95,0.5257,0,40,0.1924,1,12696.600075
CUST01802,28,2,Salaried,59992.0,1,758.3226738230254,App Organic,Personal,24019.0,12,14.62,2164.0,B,0.1968,0.0361,0.0417,0,0,1.0,0,3511.5778
CUST01803,52,3,Salaried,67795.0,1,689.815136951448,App Organic,Personal,30000.0,3,24.43,10410.0,D,0.4001,0.1536,0.0603,0,0,1.0,0,1832.25
CUST01804,41,2,Student,8329.0,0,,App Organic,Personal,42792.0,6,29.15,7750.0,E,1.0,0.9305,0.723,1,141,0.2565,1,6236.933999999999
CUST01805,39,2,Informal,13382.0,0,,Agent,Personal,111990.0,36,28.57,4667.0,E,0.5457,0.3488,0.7861,1,145,0.0397,1,95986.629
CUST01806,49,1,Salaried,33782.0,1,750.6319175090077,Agent,Education,82240.0,6,13.26,14241.0,B,0.6225,0.4216,0.1392,0,105,0.5808,1,5452.512
CUST01807,51,3,Informal,16427.0,1,663.1657714022318,App Organic,Education,72350.0,6,28.72,13088.0,E,0.9538,0.7967,0.9511,0,145,0.5853,1,10389.460000000001
CUST01808,26,1,Salaried,61213.0,0,,App Organic,BNPL,89691.0,3,23.95,31098.0,D,0.5623,0.508,0.1307,0,0,1.0,0,5370.248625
CUST01809,24,1,Salaried,27002.0,1,694.6690813214343,App Organic,Working Capital,152286.0,36,23.07,5900.0,D,0.4734,0.2185,0.42,0,60,0.451,1,105397.1406
CUST01810,49,1,Self-Employed,5000.0,0,,Agent,BNPL,5171.0,24,27.15,282.0,E,0.254,0.0563,0.1968,1,92,0.0654,1,2807.8529999999996
CUST01811,23,1,Informal,20172.0,1,705.4532668125232,Agent,Education,62603.0,12,18.1,5742.0,C,0.4567,0.2847,0.0988,0,91,0.5396,1,11331.143000000002
CUST01812,21,1,Salaried,53724.0,0,,App Organic,Personal,5000.0,18,23.45,332.0,D,0.2037,0.01,0.9658,1,0,1.0,0,1758.75
CUST01813,35,2,Salaried,74520.0,1,655.9068368408746,App Organic,Personal,95265.0,36,28.12,3947.0,E,0.3202,0.053,0.4387,0,176,0.1635,1,80365.554
CUST01814,41,1,Salaried,24265.0,1,668.7477914727665,App Organic,Personal,118480.0,24,22.8,6193.0,D,0.6277,0.2552,0.3303,0,0,1.0,0,54026.880000000005
CUST01815,51,2,Student,7596.0,1,618.764085626529,Partnership,Personal,62733.0,36,32.96,2766.0,F,0.4267,0.3642,0.328,0,0,1.0,0,62030.390400000004
CUST01816,27,1,Self-Employed,58913.0,1,663.3680363337965,App Organic,Personal,101111.0,3,28.65,35326.0,E,0.8337,0.5996,0.2084,0,0,1.0,0,7242.075374999999
CUST01817,37,1,Salaried,46813.0,1,653.6443845815362,Agent,Education,13562.0,12,28.24,1310.0,E,0.1903,0.028,0.9689,1,103,0.6922,1,3829.9087999999997
CUST01818,39,2,Salaried,42068.0,1,617.6842591298685,Referral,Personal,94146.0,36,33.74,4192.0,F,0.414,0.0996,0.4889,0,73,0.0481,1,95294.5812
CUST01819,23,3,Self-Employed,52218.0,0,,App Organic,BNPL,173187.0,3,23.54,60009.0,D,1.0,0.95,0.5301,0,0,1.0,0,10192.05495
CUST01820,50,3,Self-Employed,27211.0,0,,App Organic,Education,59721.0,18,27.9,4098.0,E,0.3584,0.1506,0.7106,1,139,0.5827,1,24993.2385
CUST01821,55,3,Informal,23108.0,1,696.0719045492716,App Organic,Working Capital,91699.0,3,23.42,31767.0,D,1.0,0.95,0.4078,0,0,1.0,0,5368.97645
CUST01822,49,2,Salaried,26197.0,1,716.3852856157803,Referral,Personal,51403.0,3,18.75,17673.0,C,0.7851,0.6746,0.2794,0,31,0.0233,1,2409.515625
CUST01823,34,2,Student,5000.0,1,674.2962974250372,Agent,Personal,82040.0,24,23.08,4300.0,D,1.0,0.8599,0.2928,0,0,1.0,0,37869.664
CUST01824,55,2,Salaried,40896.0,0,,Referral,Medical,119310.0,3,23.34,41327.0,D,1.0,0.95,0.3483,0,95,0.304,1,6961.7384999999995
CUST01825,48,2,Salaried,6551.0,0,,Referral,Working Capital,98970.0,18,27.24,6759.0,E,1.0,0.95,0.5767,1,0,1.0,0,40439.14199999999
CUST01826,50,1,Salaried,46270.0,1,580.0,App Organic,Working Capital,70906.0,24,37.78,4254.0,G,0.1008,0.0919,0.8307,0,0,1.0,0,53576.5736
CUST01827,46,2,Self-Employed,6814.0,0,,Partnership,BNPL,70244.0,3,27.93,24513.0,E,1.0,0.95,0.2427,0,118,0.7558,1,4904.7873
CUST01828,27,2,Student,8847.0,1,719.4325880517758,Agent,Personal,26935.0,3,17.49,9241.0,C,1.0,0.95,0.584,0,38,0.1551,1,1177.732875
CUST01829,51,2,Informal,19113.0,1,732.111636808433,App Organic,BNPL,115726.0,6,14.07,20087.0,B,1.0,0.95,0.7506,0,0,1.0,0,8141.3241
CUST01830,25,2,Self-Employed,36777.0,1,661.1750549705306,Partnership,Personal,104966.0,36,28.85,4390.0,E,0.3447,0.1194,0.9945,1,116,0.6982,1,90848.073
CUST01831,55,1,Salaried,51546.0,0,,Referral,Education,24782.0,6,23.15,4414.0,D,0.3294,0.0856,0.9077,0,0,1.0,0,2868.5164999999997
CUST01832,34,2,Salaried,48063.0,1,580.0,Referral,Working Capital,82035.0,24,38.67,4961.0,G,0.2021,0.1032,0.6473,0,0,1.0,0,63445.869000000006
CUST01833,56,1,Self-Employed,32726.0,1,713.7123448098868,Agent,Education,37925.0,36,18.35,1378.0,C,0.215,0.0421,0.9469,0,0,1.0,0,20877.7125
CUST01834,47,3,Informal,28986.0,1,669.0707621602056,Agent,Working Capital,56778.0,18,23.86,3783.0,D,0.231,0.1305,0.9397,0,70,0.5577,1,20320.8462
CUST01835,44,1,Informal,20360.0,0,,Agent,Working Capital,107464.0,3,27.97,37504.0,E,1.0,0.95,0.0446,0,131,0.2982,1,7514.4202000000005
CUST01836,49,1,Salaried,56579.0,1,621.5003364288026,App Organic,Working Capital,114585.0,36,32.67,5033.0,F,0.4726,0.089,0.6508,0,171,0.2761,1,112304.7585
CUST01837,42,3,Salaried,61096.0,1,700.4051156496371,App Organic,Education,103446.0,36,18.39,3760.0,C,0.3785,0.0615,0.6513,0,0,1.0,0,57071.158200000005
CUST01838,28,2,Salaried,55022.0,0,,Partnership,Personal,64175.0,36,22.22,2458.0,D,0.308,0.0447,0.6766,0,75,0.5719,1,42779.055
CUST01839,35,1,Student,14188.0,0,,App Organic,Working Capital,93422.0,12,28.3,9029.0,E,0.8618,0.6364,0.9385,0,0,1.0,0,26438.426000000003
CUST01840,25,2,Self-Employed,40988.0,1,613.362916373896,App Organic,Working Capital,44096.0,24,31.9,2509.0,F,0.2411,0.0612,0.2872,1,130,0.1104,1,28133.248
CUST01841,24,1,Salaried,44896.0,1,809.7675077397528,Referral,BNPL,105111.0,36,10.56,3420.0,A,0.3283,0.0762,0.2363,0,0,1.0,0,33299.1648
CUST01842,31,1,Salaried,35256.0,1,756.1264355670783,Referral,BNPL,74269.0,24,14.18,3572.0,B,0.2531,0.1013,0.4796,0,0,1.0,0,21062.688400000003
CUST01843,38,1,Salaried,41156.0,0,,Referral,Personal,56007.0,3,22.36,19369.0,D,0.8439,0.4706,0.3037,0,58,0.0012,1,3130.7913
CUST01844,50,2,Self-Employed,24838.0,1,721.8529334897933,Partnership,Personal,45848.0,24,17.8,2284.0,C,0.3584,0.092,0.3195,0,0,1.0,0,16321.888000000003
CUST01845,35,3,Informal,22063.0,0,,App Organic,Education,102138.0,12,27.34,9824.0,E,0.7228,0.4453,0.2479,1,41,0.7598,1,27924.529199999997
CUST01846,26,2,Student,5263.0,1,713.8796988189681,App Organic,Medical,69525.0,36,18.36,2526.0,C,0.6405,0.4799,0.6712,1,0,1.0,0,38294.369999999995
CUST01847,36,2,Self-Employed,39328.0,1,622.8214851384273,App Organic,BNPL,55416.0,36,33.57,2462.0,F,0.2257,0.0626,0.7342,0,0,1.0,0,55809.4536
CUST01848,29,1,Salaried,53393.0,1,699.5870929503844,Partnership,Education,55263.0,24,23.0,2894.0,D,0.1951,0.0542,0.0991,0,0,1.0,0,25420.98
CUST01849,54,2,Self-Employed,40706.0,1,750.7322065716585,Referral,Working Capital,25267.0,18,15.1,1577.0,B,0.1388,0.0388,0.7989,1,0,1.0,0,5722.9755000000005
CUST01850,47,3,Informal,12625.0,1,707.7037247087835,App Organic,Medical,81661.0,36,17.88,2947.0,C,0.5448,0.2335,0.268,0,0,1.0,0,43802.960399999996
CUST01851,33,1,Salaried,55484.0,1,702.8717951038402,Agent,BNPL,86493.0,36,17.33,3098.0,C,0.3106,0.0558,0.1321,0,0,1.0,0,44967.710699999996
CUST01852,56,3,Informal,17488.0,0,,Partnership,Personal,15733.0,12,27.29,1513.0,E,0.2534,0.0865,0.4569,0,113,0.2312,1,4293.535699999999
CUST01853,47,2,Informal,5000.0,0,,Agent,Education,31958.0,36,27.93,1321.0,E,0.4159,0.2641,0.6138,1,76,0.2644,1,26777.6082
CUST01854,29,3,Self-Employed,20300.0,1,614.2367176151729,Partnership,Education,9074.0,18,33.16,647.0,F,0.3488,0.0319,0.7216,0,55,0.0234,1,4513.4076
CUST01855,25,2,Self-Employed,63220.0,0,,App Organic,BNPL,123185.0,6,24.25,22007.0,D,0.5896,0.3481,0.6004,0,0,1.0,0,14936.18125
CUST01856,42,2,Informal,26906.0,0,,Agent,Education,99733.0,6,27.47,17979.0,E,0.8344,0.6682,0.9379,0,61,0.6098,1,13698.32755
CUST01857,51,3,Self-Employed,47470.0,1,624.637917480427,Referral,Personal,119160.0,3,32.68,41903.0,F,1.0,0.8827,0.0204,1,100,0.657,1,9735.372
CUST01858,23,3,Salaried,56761.0,1,728.9383899928208,Agent,Education,139811.0,3,18.24,48027.0,C,1.0,0.8461,0.9114,1,107,0.6602,1,6375.3816
CUST01859,50,1,Salaried,33326.0,1,658.5890014210049,Agent,Working Capital,92570.0,24,28.05,5083.0,E,0.3063,0.1525,0.7334,0,0,1.0,0,51931.770000000004
CUST01860,41,3,Salaried,41098.0,1,646.3960794891315,Agent,BNPL,72597.0,6,27.7,13096.0,E,0.4852,0.3186,0.9361,1,0,1.0,0,10054.6845
CUST01861,55,1,Informal,25412.0,1,662.6688393830376,Agent,Education,82809.0,24,27.98,4544.0,E,0.3611,0.1788,0.2493,0,41,0.6901,1,46339.9164
CUST01862,26,1,Salaried,51389.0,1,676.3109833072132,App Organic,Personal,49211.0,24,22.43,2564.0,D,0.2736,0.0499,0.1902,0,0,1.0,0,22076.0546
CUST01863,48,2,Self-Employed,39169.0,1,705.6109931731688,Referral,Personal,42857.0,18,17.78,2730.0,C,0.2669,0.0697,0.9968,0,64,0.0621,1,11429.9619
CUST01864,52,3,Informal,16879.0,1,645.6108884054811,Partnership,BNPL,58180.0,12,27.44,5599.0,E,0.4149,0.3317,0.4456,1,0,1.0,0,15964.592000000002
CUST01865,57,3,Salaried,62617.0,1,730.4668243971944,Partnership,Education,65075.0,18,14.52,4045.0,B,0.1914,0.0646,0.273,0,0,1.0,0,14173.335
CUST01866,45,2,Informal,24732.0,0,,App Organic,Personal,8592.0,18,28.37,592.0,E,0.2341,0.0239,0.7923,1,153,0.4272,1,3656.3256
CUST01867,52,1,Salaried,54745.0,1,661.8401764318409,App Organic,Working Capital,25543.0,18,27.97,1754.0,E,0.3528,0.032,0.5369,0,0,1.0,0,10716.56565
CUST01868,55,2,Salaried,45994.0,1,677.809458524206,App Organic,Education,24188.0,36,23.01,936.0,D,0.2375,0.0204,0.6201,0,0,1.0,0,16696.976400000003
CUST01869,42,1,Salaried,39649.0,1,665.9816075158644,Agent,Working Capital,22511.0,12,23.11,2119.0,D,0.3276,0.0534,0.0548,0,0,1.0,0,5202.2921
CUST01870,44,2,Student,10079.0,0,,Agent,Working Capital,100493.0,36,27.77,4144.0,E,0.6385,0.4112,0.6655,1,143,0.5489,1,83720.71830000001
CUST01871,50,2,Informal,11389.0,1,753.3943284897053,App Organic,Medical,61624.0,18,13.16,3791.0,B,0.5201,0.3329,0.6916,1,171,0.713,1,12164.5776
CUST01872,52,1,Salaried,31581.0,1,665.5178656655888,Referral,BNPL,67289.0,36,22.83,2599.0,D,0.2123,0.0823,0.1373,1,95,0.4691,1,46086.236099999995
CUST01873,51,2,Student,5000.0,1,693.5259619806799,Agent,Education,90312.0,36,23.24,3507.0,D,0.9315,0.7015,0.7446,0,0,1.0,0,62965.5264
CUST01874,43,2,Informal,25411.0,1,653.5637752458429,Agent,Working Capital,107913.0,3,28.48,37692.0,E,1.0,0.95,0.0697,0,135,0.6178,1,7683.4056
CUST01875,53,3,Salaried,34190.0,1,708.9379769891349,Referral,Working Capital,93226.0,24,18.04,4656.0,C,0.2348,0.1362,0.0936,0,0,1.0,0,33635.940800000004
CUST01876,45,2,Salaried,51060.0,0,,Referral,BNPL,140509.0,18,22.7,9283.0,D,0.4276,0.1818,0.6267,0,92,0.5388,1,47843.31449999999
CUST01877,56,1,Salaried,43117.0,1,744.8328004904272,Referral,Personal,76583.0,6,14.28,13301.0,B,0.4639,0.3085,0.945,0,0,1.0,0,5468.026199999999
CUST01878,44,1,Self-Employed,90156.0,1,647.6864371451323,App Organic,Personal,82891.0,12,28.09,8003.0,E,0.317,0.0888,0.442,0,125,0.4487,1,23284.081899999997
CUST01879,51,1,Self-Employed,45954.0,1,716.0758894427406,Referral,Working Capital,50790.0,24,17.48,2523.0,C,0.1956,0.0549,0.1613,0,0,1.0,0,17756.184
CUST01880,33,1,Salaried,17068.0,1,741.8837598565802,Agent,BNPL,5000.0,18,13.1,307.0,B,0.2296,0.018,0.7456,0,0,1.0,0,982.5
CUST01881,30,2,Salaried,62632.0,1,665.307201891325,Partnership,Working Capital,78160.0,12,22.73,7343.0,D,0.2415,0.1172,0.5897,0,0,1.0,0,17765.768
CUST01882,43,3,Salaried,39193.0,0,,Referral,Working Capital,109555.0,36,23.76,4285.0,D,0.3869,0.1093,0.9734,0,51,0.1448,1,78090.804
CUST01883,38,2,Salaried,41986.0,1,693.5832160036557,Agent,Education,45309.0,12,23.28,4269.0,D,0.3061,0.1017,0.1397,0,0,1.0,0,10547.9352
CUST01884,52,2,Self-Employed,25895.0,1,674.3539599694994,App Organic,BNPL,54568.0,6,23.74,9735.0,D,0.719,0.3759,0.7682,0,145,0.7612,1,6477.221599999999
CUST01885,53,2,Salaried,47934.0,1,692.979363823679,Referral,BNPL,113415.0,12,22.98,10669.0,D,0.447,0.2226,0.2612,0,0,1.0,0,26062.767
CUST01886,56,2,Self-Employed,41285.0,1,715.3046303235315,App Organic,Education,73041.0,24,17.98,3646.0,C,0.2084,0.0883,0.912,0,0,1.0,0,26265.5436
CUST01887,48,3,Student,6064.0,0,,App Organic,BNPL,38066.0,12,26.65,3649.0,E,0.6746,0.6017,0.7885,0,0,1.0,0,10144.588999999998
CUST01888,36,3,Salaried,37378.0,1,679.5190541436507,Agent,Medical,36682.0,18,22.04,2412.0,D,0.3782,0.0645,0.4564,0,0,1.0,0,12127.069199999998
CUST01889,36,2,Salaried,46519.0,0,,Partnership,Education,101252.0,3,23.23,35066.0,D,0.906,0.7538,0.0448,0,118,0.7218,1,5880.2099
CUST01890,38,1,Salaried,9859.0,1,667.0374218993815,App Organic,Working Capital,69753.0,12,23.1,6565.0,D,0.787,0.6659,0.684,0,0,1.0,0,16112.943000000001
CUST01891,28,3,Self-Employed,12053.0,1,669.2629031994568,Referral,Personal,69186.0,24,21.87,3585.0,D,0.605,0.2974,0.4619,0,0,1.0,0,30261.9564
CUST01892,36,1,Informal,28020.0,0,,Agent,BNPL,19811.0,18,28.07,1361.0,E,0.2138,0.0486,0.798,0,169,0.7794,1,8341.42155
CUST01893,31,3,Self-Employed,43901.0,1,683.1036346340364,App Organic,Education,94080.0,36,23.5,3667.0,D,0.3565,0.0835,0.7406,1,0,1.0,0,66326.4
CUST01894,26,3,Self-Employed,28552.0,1,705.1487433904655,Referral,Personal,116299.0,12,18.16,10671.0,C,0.602,0.3737,0.7483,0,0,1.0,0,21119.898400000002
CUST01895,21,1,Salaried,19559.0,0,,Agent,Education,60503.0,12,27.73,5831.0,E,0.3449,0.2981,0.1714,0,157,0.4933,1,16777.4819
CUST01896,32,3,Salaried,44155.0,1,650.1920027949659,Referral,BNPL,91373.0,18,26.76,6218.0,E,0.3921,0.1408,0.4364,0,0,1.0,0,36677.1222
CUST01897,48,3,Salaried,59778.0,1,680.6702493423251,App Organic,Education,58725.0,12,23.2,5530.0,D,0.2147,0.0925,0.4701,1,0,1.0,0,13624.199999999999
CUST01898,37,3,Self-Employed,85506.0,0,,App Organic,Working Capital,98755.0,18,22.56,6518.0,D,0.1776,0.0762,0.7848,0,172,0.7603,1,33418.692
CUST01899,21,2,Salaried,73381.0,1,690.7586180679366,Agent,BNPL,94754.0,6,23.26,16881.0,D,0.2527,0.23,0.4056,0,168,0.4479,1,11019.890200000002
CUST01900,52,1,Informal,12678.0,1,785.3297487567526,Referral,Working Capital,59628.0,36,11.35,1962.0,A,0.2623,0.1548,0.8654,0,0,1.0,0,20303.334
CUST01901,28,2,Self-Employed,29076.0,1,655.4612840331877,App Organic,Education,5000.0,3,28.46,1746.0,E,0.2315,0.0601,0.2751,0,0,1.0,0,355.75
CUST01902,44,2,Salaried,22928.0,0,,Agent,Working Capital,43022.0,12,28.19,4156.0,E,0.3876,0.1813,0.9861,0,38,0.197,1,12127.901800000001
CUST01903,30,1,Self-Employed,22850.0,1,720.0683859404138,App Organic,BNPL,88785.0,6,17.83,15576.0,C,0.8937,0.6817,0.0884,0,55,0.014,1,7915.182749999999
CUST01904,30,2,Student,7361.0,1,653.739406710534,Agent,BNPL,110359.0,18,28.29,7595.0,E,1.0,0.95,0.4971,0,150,0.209,1,46830.84165
CUST01905,56,2,Salaried,39493.0,0,,App Organic,Education,50811.0,3,22.49,17576.0,D,0.5089,0.445,0.5888,0,46,0.2909,1,2856.848475
CUST01906,45,1,Salaried,75819.0,0,,Partnership,BNPL,128781.0,12,23.66,12156.0,D,0.1938,0.1603,0.4425,1,0,1.0,0,30469.584600000002
CUST01907,30,2,Salaried,25270.0,1,710.2514704497021,App Organic,Education,134751.0,36,17.66,4849.0,C,0.5904,0.1919,0.5484,0,46,0.3407,1,71391.0798
CUST01908,39,1,Self-Employed,37188.0,1,685.8556136081144,App Organic,Medical,102933.0,6,23.91,18371.0,D,0.6894,0.494,0.7786,0,116,0.1535,1,12305.640150000001
CUST01909,35,3,Salaried,14048.0,0,,App Organic,Working Capital,29560.0,18,27.88,2028.0,E,0.3871,0.1444,0.1703,1,0,1.0,0,12361.991999999998
CUST01910,36,2,Student,8993.0,1,637.1719975293349,App Organic,Personal,103454.0,12,28.25,9996.0,E,1.0,0.95,0.9478,1,0,1.0,0,29225.754999999997
CUST01911,22,1,Self-Employed,13849.0,0,,Partnership,Education,53464.0,6,28.06,9654.0,E,0.9516,0.6971,0.3925,0,104,0.2363,1,7500.999199999999
CUST01912,49,3,Informal,24616.0,1,695.4273462238099,Partnership,Personal,51270.0,3,22.1,17723.0,D,1.0,0.72,0.6224,0,44,0.0807,1,2832.6675
CUST01913,24,1,Salaried,40635.0,0,,App Organic,Personal,93119.0,3,23.27,32251.0,D,0.8409,0.7937,0.4414,0,0,1.0,0,5417.197825
CUST01914,49,2,Informal,9588.0,1,651.773110634655,Referral,Personal,92142.0,36,27.62,3792.0,E,0.6346,0.3955,0.5994,0,59,0.2863,1,76348.8612
CUST01915,51,3,Salaried,13459.0,0,,Agent,Personal,93242.0,36,27.94,3854.0,E,0.5239,0.2863,0.7249,0,0,1.0,0,78155.44440000001
CUST01916,37,3,Salaried,30320.0,1,641.4404517184672,Partnership,Education,101278.0,6,28.02,18286.0,E,0.6036,0.6031,0.5072,0,154,0.0703,1,14189.0478
CUST01917,30,1,Student,8718.0,1,737.9039993789225,Referral,Personal,72723.0,3,13.49,24788.0,B,1.0,0.95,0.1115,0,92,0.0088,1,2452.5831749999998
CUST01918,47,3,Salaried,51323.0,0,,App Organic,Personal,17046.0,3,22.7,5898.0,D,0.2627,0.1149,0.3332,0,0,1.0,0,967.3604999999999
CUST01919,35,3,Student,6505.0,1,691.9378038018496,Referral,BNPL,158308.0,6,23.63,28233.0,D,1.0,0.95,0.8048,0,0,1.0,0,18704.0902
CUST01920,51,2,Self-Employed,54664.0,1,667.520824818048,Agent,Working Capital,59363.0,18,22.34,3912.0,D,0.3274,0.0716,0.5697,0,0,1.0,0,19892.5413
CUST01921,41,2,Student,5000.0,0,,App Organic,BNPL,46488.0,24,28.3,2559.0,E,0.7492,0.5117,0.7585,0,0,1.0,0,26312.208000000002
CUST01922,46,1,Self-Employed,5000.0,1,642.908857143414,Referral,BNPL,26406.0,12,27.81,2546.0,E,0.6846,0.5092,0.8882,0,0,1.0,0,7343.5086
CUST01923,56,2,Informal,19695.0,0,,App Organic,BNPL,81067.0,3,28.5,28316.0,E,1.0,0.95,0.4387,0,0,1.0,0,5776.023749999999
CUST01924,37,2,Salaried,64351.0,1,644.6549351015087,Agent,Personal,76428.0,18,28.35,5262.0,E,0.2987,0.0818,0.3529,0,0,1.0,0,32501.007000000005
CUST01925,23,3,Self-Employed,61388.0,0,,App Organic,BNPL,70187.0,18,22.65,4636.0,D,0.2548,0.0755,0.1115,0,149,0.0031,1,23846.033249999997
CUST01926,34,2,Informal,10201.0,1,701.8005057778107,Referral,Medical,134935.0,36,18.34,4901.0,C,0.5622,0.4805,0.2707,0,0,1.0,0,74241.23700000001
CUST01927,33,2,Informal,14732.0,1,726.167868230549,Referral,Education,101343.0,24,17.72,5046.0,C,0.558,0.3425,0.4216,0,52,0.589,1,35915.9592
CUST01928,47,1,Salaried,55857.0,0,,Referral,Personal,34293.0,6,23.86,6120.0,D,0.295,0.1096,0.1322,1,0,1.0,0,4091.1549
CUST01929,21,1,Salaried,35593.0,1,682.904033916713,App Organic,Working Capital,157955.0,3,23.06,54688.0,D,1.0,0.95,0.1131,0,0,1.0,0,9106.10575
CUST01930,37,1,Salaried,46581.0,0,,Referral,BNPL,14390.0,12,22.83,1353.0,D,0.2005,0.029,0.4452,1,0,1.0,0,3285.2369999999996
CUST01931,54,1,Salaried,34253.0,0,,Referral,Education,70370.0,3,22.79,24353.0,D,0.8951,0.711,0.3724,1,0,1.0,0,4009.3307499999996
CUST01932,34,2,Salaried,28659.0,0,,Referral,Personal,45791.0,12,27.82,4415.0,E,0.302,0.1541,0.8466,0,0,1.0,0,12739.0562
CUST01933,37,3,Informal,12622.0,1,697.5747590821152,Referral,Personal,89819.0,12,22.85,8444.0,D,0.9375,0.669,0.0281,0,0,1.0,0,20523.6415
CUST01934,23,2,Salaried,59336.0,1,637.9633203404865,Agent,Education,100445.0,24,28.36,5532.0,E,0.2583,0.0932,0.7632,1,0,1.0,0,56972.404
CUST01935,54,2,Salaried,45207.0,1,712.6424263603594,Agent,Education,58484.0,36,17.75,2107.0,C,0.253,0.0466,0.2085,1,0,1.0,0,31142.73
CUST01936,45,2,Student,11816.0,1,691.081103820103,App Organic,BNPL,117018.0,12,22.58,10985.0,D,1.0,0.9297,0.8795,0,37,0.661,1,26422.664399999998
CUST01937,22,2,Salaried,52806.0,1,587.6109969306865,Agent,Personal,82963.0,6,38.54,15422.0,G,0.4045,0.2921,0.2835,1,69,0.4583,1,15986.970099999999
CUST01938,54,2,Self-Employed,66916.0,0,,Referral,Education,133440.0,12,23.68,12597.0,D,0.3792,0.1883,0.5506,0,0,1.0,0,31598.592
CUST01939,46,2,Informal,22908.0,1,661.5085715268511,App Organic,BNPL,112163.0,18,27.61,7681.0,E,0.5894,0.3353,0.2538,0,0,1.0,0,46452.306450000004
CUST01940,51,3,Informal,22556.0,0,,App Organic,Personal,56150.0,18,27.85,3852.0,E,0.4537,0.1708,0.4119,0,82,0.5132,1,23456.662500000002
CUST01941,29,1,Informal,17277.0,1,728.0156594021819,App Organic,Education,117207.0,36,18.62,4274.0,C,0.5046,0.2474,0.2382,0,177,0.3197,1,65471.8302
CUST01942,50,1,Informal,36055.0,1,677.6532108280018,Agent,BNPL,49190.0,3,23.23,17036.0,D,0.5969,0.4725,0.3731,1,0,1.0,0,2856.70925
CUST01943,40,2,Salaried,46690.0,1,711.8835477750798,Agent,Personal,100060.0,12,18.8,9212.0,C,0.4017,0.1973,0.8649,0,0,1.0,0,18811.28
CUST01944,41,3,Self-Employed,5000.0,1,655.5989959269864,Agent,Education,96060.0,24,28.35,5290.0,E,1.0,0.95,0.6947,0,94,0.5885,1,54466.020000000004
CUST01945,49,2,Informal,19608.0,0,,Referral,BNPL,54318.0,12,28.24,5249.0,E,0.5259,0.2677,0.3347,1,0,1.0,0,15339.403199999999
CUST01946,45,3,Salaried,30266.0,0,,Referral,Working Capital,5000.0,12,22.82,470.0,D,0.2563,0.0155,0.8544,0,0,1.0,0,1141.0
CUST01947,45,2,Salaried,60255.0,1,703.2212497517993,App Organic,Education,134108.0,12,17.51,12264.0,C,0.3535,0.2035,0.0514,0,0,1.0,0,23482.3108
CUST01948,29,2,Informal,22355.0,0,,App Organic,BNPL,91754.0,24,27.4,5008.0,E,0.4518,0.224,0.7052,1,0,1.0,0,50281.191999999995
CUST01949,46,3,Informal,16851.0,1,758.3396470229302,Referral,Personal,75822.0,3,13.99,25865.0,B,1.0,0.95,0.6265,0,77,0.3757,1,2651.87445
CUST01950,57,3,Salaried,31682.0,1,769.1699443297318,App Organic,Medical,75749.0,36,11.7,2505.0,A,0.3054,0.0791,0.3745,0,0,1.0,0,26587.898999999998
CUST01951,36,1,Student,8439.0,1,585.8327253885336,App Organic,Personal,113991.0,12,37.48,11536.0,G,1.0,0.95,0.4126,0,151,0.731,1,42723.826799999995
CUST01952,57,2,Informal,14153.0,0,,Referral,Medical,162411.0,3,27.94,56677.0,E,1.0,0.95,0.3791,0,38,0.6714,1,11344.408350000002
CUST01953,32,1,Student,10363.0,1,636.4116711857172,Agent,Personal,111110.0,24,27.17,6052.0,E,0.7518,0.584,0.641,0,151,0.4663,1,60377.174
CUST01954,44,2,Student,9668.0,1,707.9354579575491,Partnership,BNPL,89702.0,3,18.69,30837.0,C,1.0,0.95,0.238,0,0,1.0,0,4191.32595
CUST01955,46,3,Self-Employed,90847.0,1,605.0045763708677,Partnership,Working Capital,86439.0,3,32.6,30392.0,F,0.4398,0.3345,0.9947,0,135,0.4914,1,7044.7785
CUST01956,40,2,Informal,15329.0,0,,Referral,Medical,89561.0,6,29.13,16221.0,E,1.0,0.95,0.0029,0,0,1.0,0,13044.559650000001
CUST01957,29,2,Self-Employed,32538.0,0,,Referral,Education,34849.0,12,23.23,3282.0,D,0.4508,0.1009,0.4659,0,0,1.0,0,8095.4227
CUST01958,43,3,Informal,17071.0,1,664.3530528198646,Referral,Personal,98401.0,3,28.77,34386.0,E,1.0,0.95,0.2293,0,105,0.1378,1,7077.491925
CUST01959,49,2,Informal,17334.0,0,,Agent,Personal,22577.0,12,27.13,2169.0,E,0.2754,0.1251,0.3545,0,0,1.0,0,6125.1401
CUST01960,51,2,Salaried,60406.0,1,651.9452175760775,App Organic,BNPL,92675.0,6,26.76,16674.0,E,0.4514,0.276,0.8631,0,0,1.0,0,12399.915
